# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 32698 3814
p 2 0 896 24 17378 1372
p 2 0 868 52 15670 1303
p 2 0 848 72 15499 1305
p 2 0 875 45 18685 1400
p 2 0 878 42 15280 1368
p 2 0 862 58 14919 1349
p 2 0 841 79 15044 1288
p 2 0 883 37 14083 1341
p 2 0 880 40 17235 1405
p 2 0 884 36 14890 1366
p 2 0 871 49 14355 1344
p 2 0 872 48 15169 1317
p 2 0 880 40 13540 1320
p 2 0 886 34 17282 1375
p 2 0 882 38 13953 1329
p 2 0 880 40 13731 1321
p 2 0 866 54 14860 1323
p 2 0 856 64 12649 1284
p 2 0 879 41 15983 1329
p 2 0 876 44 13672 1327
p 2 0 872 48 13087 1307
p 2 0 878 42 14232 1317
p 2 0 881 39 11814 1278
p 2 0 872 48 15706 1296
p 2 0 884 36 12167 1267
p 2 0 874 46 12283 1269
p 2 0 849 71 12579 1232
p 2 0 859 61 12050 1249
p 2 0 849 71 14827 1239
p 2 0 874 46 13330 1304
p 2 0 859 61 12753 1303
p 2 0 874 46 12416 1300
p 2 1 855 64 11928 1306
p 2 0 876 44 13459 1336
p 2 1 872 47 12079 1315
p 2 0 884 36 12136 1349
p 2 0 869 51 11560 1333
p 2 0 874 46 10765 1343
p 2 0 865 55 12419 1295
p 2 0 874 46 10464 1298
p 2 0 864 56 10714 1299
p 2 0 887 33 10853 1329
p 2 1 854 65 9973 1325
p 2 0 885 35 11146 1322
p 2 0 863 57 9859 1296
p 2 24 866 30 10797 1502
p 2 1 886 33 11089 1498
p 2 80 805 35 13303 1895
p 2 7 867 46 12316 1600
p 2 161 742 17 13750 2153
p 2 124 761 35 14062 2083
p 2 44 843 33 13071 1834
p 2 134 753 33 14872 2064
p 2 27 864 29 12952 1740
p 2 164 726 30 15709 2182
p 2 121 775 24 14988 2024
p 2 55 827 38 12335 1805
p 2 124 774 22 15005 2038
p 2 0 889 31 11013 1480
p 2 145 756 19 16503 2088
p 2 108 789 23 14796 1971
p 2 8 888 24 11796 1595
p 2 122 774 24 15206 2026
p 2 1 887 32 11126 1497
p 2 119 775 26 15755 2063
p 2 107 795 18 16183 1986
p 2 96 818 6 14760 2011
p 2 127 768 25 16350 2095
p 2 9 898 13 12327 1663
p 2 133 771 16 17391 2101
p 2 99 816 5 15469 2007
p 2 98 817 5 15190 2016
p 2 110 808 2 16802 2097
p 2 3 908 9 12361 1548
p 2 211 709 0 31712 2901
p 2 0 909 11 13939 1481
p 2 43 872 5 25769 1941
p 2 14 898 8 26882 1895
p 2 0 903 17 12215 1384
p 2 6 890 24 20447 1662
p 2 0 903 17 11919 1338
p 2 0 866 54 9722 1238
p 2 5 902 13 16167 1486
p 2 0 863 57 16164 1351
p 2 0 877 43 10623 1259
p 2 0 805 115 11072 1153
p 2 0 868 52 16095 1387
p 2 0 872 48 16463 1411
p 2 0 864 56 10020 1209
p 2 0 862 58 12041 1233
p 2 0 875 45 18112 1437
p 2 0 839 81 10364 1192
p 2 0 854 66 10777 1209
p 2 0 852 68 13592 1238
p 2 0 886 34 17675 1492
p 2 0 872 48 11969 1282
p 2 1 909 10 13140 1466
i 2 920 0 0 27330 3914
p 2 525 395 0 22471 3250
i 2 920 0 0 25058 3647
i 2 920 0 0 20975 3471
p 2 687 233 0 17516 3662
p 2 707 213 0 13880 3699
p 2 111 809 0 10598 2654
p 2 630 290 0 10656 3596
p 2 265 655 0 9334 3049
p 2 67 853 0 8282 2452
p 2 45 875 0 7171 2328
p 2 0 913 7 4493 2060
p 2 22 898 0 5386 2193
p 2 0 920 0 5442 2121
i 2 920 0 0 33624 4136
i 2 920 0 0 44640 4586
p 2 58 860 2 40602 2146
p 2 41 879 0 31305 2129
p 2 35 885 0 24509 1937
p 2 38 882 0 37336 2242
p 2 6 913 1 19650 1739
p 2 5 915 0 35121 1895
p 2 11 909 0 23684 1790
p 2 7 912 1 26256 1850
p 2 17 903 0 35725 2122
p 2 7 913 0 21756 1808
p 2 7 912 1 32026 1852
p 2 18 902 0 25242 1902
p 2 2 918 0 22715 1826
p 2 15 904 1 31850 2035
p 2 14 906 0 21324 1805
p 2 6 914 0 29516 1829
p 2 19 901 0 23594 1867
p 2 5 913 2 21289 1734
p 2 17 903 0 28544 1976
p 2 9 911 0 20991 1837
p 2 3 916 1 25782 1747
p 2 13 907 0 22140 1796
p 2 6 911 3 21939 1768
p 2 9 911 0 27120 1908
p 2 4 916 0 19590 1761
p 2 3 915 2 22108 1677
p 2 10 908 2 21400 1833
p 2 6 912 2 21254 1767
p 2 4 915 1 23823 1842
p 2 3 917 0 20185 1767
p 2 3 917 0 19549 1640
p 2 3 917 0 22217 1784
p 2 2 917 1 21501 1703
p 2 3 917 0 21483 1714
p 2 7 913 0 20313 1794
p 2 8 906 6 16738 1541
p 2 11 909 0 20832 1789
p 2 7 913 0 22235 1864
p 2 8 912 0 17664 1702
p 2 3 917 0 17360 1754
p 2 2 851 67 11571 1336
p 2 15 904 1 18913 1869
p 2 2 915 3 19010 1843
i 2 920 0 0 12007 3099
p 2 0 919 1 7224 1643
