# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 32284 3806
p 2 0 893 27 17381 1396
p 2 0 893 27 15692 1343
p 2 0 886 34 15409 1369
p 2 0 894 26 18675 1427
p 2 0 892 28 15375 1414
p 2 0 873 47 15129 1373
p 2 0 882 38 14984 1389
p 2 0 865 55 14366 1359
p 2 0 879 41 17201 1392
p 2 0 885 35 14987 1387
p 2 0 897 23 14269 1388
p 2 0 894 26 15173 1423
p 2 0 881 39 13447 1367
p 2 0 898 22 17394 1444
p 2 0 902 18 14002 1412
p 2 0 876 44 13708 1348
p 2 0 867 53 14747 1381
p 2 0 865 55 12892 1341
p 2 0 867 53 15904 1339
p 2 0 866 54 13770 1364
p 2 0 875 45 13036 1351
p 2 0 874 46 14360 1346
p 2 0 864 56 11862 1301
p 2 0 878 42 15763 1351
p 2 0 873 47 12158 1326
p 2 0 857 63 12501 1321
p 2 0 869 51 12815 1325
p 2 0 871 49 12381 1347
p 2 0 877 43 14828 1348
p 2 0 895 25 13272 1403
p 2 0 870 50 12968 1362
p 2 0 885 35 12522 1380
p 2 1 868 51 12054 1378
p 2 0 878 42 13452 1365
p 2 1 851 68 12009 1308
p 2 0 902 18 12176 1386
p 2 0 874 46 11565 1315
p 2 0 879 41 10640 1335
p 2 0 877 43 12381 1324
p 2 1 884 35 10365 1319
p 2 0 869 51 10896 1302
p 2 0 897 23 10787 1343
p 2 2 862 56 9994 1364
p 2 0 889 31 11001 1339
p 2 0 868 52 9694 1303
p 2 22 864 34 10597 1473
p 2 3 874 43 10964 1490
p 2 63 831 26 13190 1865
p 2 6 885 29 12447 1629
p 2 164 726 30 13383 2118
p 2 121 772 27 13728 2061
p 2 44 856 20 13270 1831
p 2 140 740 40 14557 2059
p 2 19 877 24 12934 1728
p 2 165 734 21 15518 2178
p 2 117 776 27 14746 1982
p 2 34 856 30 12412 1777
p 2 124 750 46 14732 2015
p 2 0 880 40 10795 1470
p 2 145 735 40 16472 2065
p 2 107 765 48 14853 1946
p 2 23 855 42 12093 1642
p 2 119 776 25 15064 2023
p 2 0 882 38 10943 1455
p 2 123 774 23 15658 2044
p 2 108 789 23 15976 1951
p 2 89 822 9 14728 1983
p 2 125 777 18 16547 2092
p 2 4 897 19 11687 1562
p 2 133 768 19 17897 2115
p 2 104 811 5 15151 1984
p 2 100 813 7 15038 2013
p 2 112 806 2 16713 2091
p 2 3 913 4 12303 1581
p 2 204 715 1 30976 2871
p 2 0 901 19 13950 1469
p 2 41 872 7 25835 1947
p 2 15 893 12 26341 1855
p 2 0 892 28 12105 1367
p 2 1 898 21 20322 1659
p 2 0 902 18 11572 1298
p 2 0 862 58 9698 1229
p 2 4 901 15 15965 1477
p 2 0 880 40 15963 1376
p 2 0 878 42 10655 1260
p 2 0 826 94 10895 1183
p 2 0 890 30 15932 1409
p 2 0 891 29 16307 1403
p 2 0 879 41 9873 1244
p 2 0 885 35 11875 1261
p 2 0 880 40 17574 1439
p 2 0 852 68 10026 1198
p 2 0 863 57 10312 1211
p 2 0 875 45 13291 1248
p 2 0 897 23 17280 1480
p 2 0 891 29 11798 1281
p 2 2 906 12 12992 1496
i 2 920 0 0 26841 3900
p 2 519 401 0 22109 3208
i 2 920 0 0 24328 3643
i 2 920 0 0 20009 3475
p 2 690 230 0 16980 3633
p 2 710 210 0 13435 3661
p 2 143 777 0 10408 2730
p 2 573 347 0 10159 3527
p 2 271 649 0 8577 2984
p 2 42 878 0 7923 2375
p 2 18 902 0 6906 2302
p 2 0 917 3 4770 2159
p 2 8 912 0 6211 2307
p 2 0 920 0 6017 2269
i 2 920 0 0 33046 4115
i 2 920 0 0 44152 4576
p 2 52 867 1 39898 2102
p 2 50 870 0 28452 1996
p 2 42 878 0 23944 1874
