# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 49292 4183
p 2 23 897 0 26807 1619
p 2 0 920 0 23494 1562
p 2 0 919 1 22308 1567
p 2 0 920 0 18470 1522
p 2 0 917 3 16370 1434
p 2 0 920 0 22459 1590
p 2 0 918 2 17992 1486
p 2 0 915 5 14555 1416
p 2 0 904 16 16236 1412
p 2 0 910 10 14821 1399
p 2 0 902 18 13969 1362
p 2 0 920 0 19881 1533
p 2 0 919 1 18666 1490
p 2 1 917 2 16548 1438
p 2 4 912 4 18169 1451
p 2 2 916 2 17122 1442
p 2 3 906 11 15940 1385
p 2 3 914 3 20443 1486
p 2 0 916 4 18779 1449
p 2 2 911 7 17534 1440
p 2 2 915 3 19047 1480
p 2 4 909 7 17728 1433
p 2 5 898 17 16677 1392
p 2 1 918 1 20199 1494
p 2 1 917 2 18591 1439
p 2 4 880 36 16945 1352
p 2 4 908 8 19846 1464
p 2 2 898 20 18548 1404
p 2 4 894 22 17033 1395
p 2 9 909 2 20998 1542
p 2 8 909 3 18337 1466
p 2 8 887 25 15724 1385
p 2 5 906 9 18242 1439
p 2 3 889 28 16134 1401
p 2 0 893 27 14719 1373
p 2 0 917 3 19475 1487
p 2 1 908 11 16043 1423
p 2 0 914 6 15680 1397
p 2 0 898 22 15283 1343
p 2 2 914 4 19395 1472
p 2 1 915 4 18344 1394
p 2 0 899 21 14350 1281
p 2 0 902 18 15992 1350
p 2 0 890 30 15096 1320
p 2 0 902 18 15192 1354
p 2 0 913 7 19488 1462
p 2 0 909 11 16421 1398
p 2 0 898 22 14603 1323
p 2 0 890 30 16681 1355
p 2 0 905 15 16997 1362
p 2 0 891 29 15739 1325
p 2 0 914 6 20024 1448
p 2 1 918 1 18656 1425
p 2 0 870 50 15018 1319
p 2 0 897 23 19141 1382
p 2 0 894 26 18573 1365
p 2 1 895 24 17954 1352
p 2 2 909 9 23846 1489
p 2 3 901 16 21399 1399
p 2 3 888 29 19148 1343
p 2 2 897 21 22639 1350
p 2 0 892 28 20721 1331
p 2 1 858 61 19678 1267
p 2 1 919 0 25587 1454
p 2 0 907 13 23408 1346
p 2 1 887 32 21781 1288
p 2 4 904 12 25209 1370
p 2 1 891 28 25064 1342
