# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 32270 3804
p 2 0 912 8 17510 1451
p 2 0 904 16 15908 1387
p 2 0 904 16 15445 1405
p 2 0 902 18 18903 1458
p 2 0 891 29 15698 1433
p 2 0 899 21 15284 1414
p 2 0 890 30 15336 1425
p 2 0 904 16 14584 1441
p 2 0 884 36 17407 1442
p 2 0 894 26 15195 1446
p 2 0 898 22 14905 1443
p 2 0 881 39 15629 1430
p 2 1 898 21 13763 1405
p 2 0 882 38 17649 1439
p 2 0 895 25 14341 1431
p 2 0 895 25 13909 1396
p 2 0 881 39 15032 1402
p 2 0 894 26 13249 1406
p 2 0 887 33 16267 1399
p 2 0 882 38 13892 1401
p 2 1 889 30 13591 1414
p 2 0 894 26 14711 1423
p 2 0 897 23 12233 1370
p 2 0 892 28 16163 1404
p 2 0 891 29 12461 1372
p 2 0 894 26 12825 1382
p 2 0 885 35 13315 1362
p 2 0 880 40 12563 1366
p 2 0 899 21 15111 1406
p 2 1 909 10 13626 1432
p 2 0 890 30 13190 1416
p 2 0 892 28 12752 1414
p 2 0 900 20 12208 1429
p 2 0 903 17 13722 1439
p 2 1 889 30 12193 1409
p 2 0 905 15 12651 1461
p 2 0 892 28 11890 1416
p 2 1 900 19 10967 1464
p 2 0 890 30 12706 1390
p 2 1 886 33 10476 1373
p 2 0 873 47 11041 1365
p 2 0 899 21 11016 1420
p 2 2 879 39 10039 1415
p 2 0 900 20 11147 1390
p 2 0 877 43 9602 1346
p 2 22 877 21 10597 1513
p 2 3 881 36 10911 1476
p 2 75 828 17 13237 1854
p 2 6 887 27 12536 1676
p 2 158 739 23 13237 2094
p 2 126 766 28 13664 2022
p 2 29 866 25 13396 1821
p 2 142 748 30 14590 2085
p 2 15 880 25 12790 1674
p 2 165 735 20 15640 2162
p 2 121 762 37 14882 1990
p 2 28 863 29 12412 1763
p 2 123 745 52 14730 2032
p 2 1 898 21 11008 1486
p 2 153 737 30 16322 2085
p 2 108 789 23 14676 1944
p 2 16 860 44 12000 1631
p 2 124 760 36 15251 2011
p 2 0 869 51 10811 1447
p 2 126 767 27 15676 2049
p 2 109 786 25 16014 1986
p 2 93 818 9 14576 1979
p 2 131 766 23 16141 2088
p 2 6 907 7 11796 1603
p 2 134 772 14 17742 2114
p 2 104 808 8 15219 2007
p 2 95 819 6 15037 2016
p 2 116 804 0 16693 2109
p 2 0 914 6 12301 1524
p 2 200 718 2 30987 2912
p 2 0 910 10 14012 1509
p 2 43 874 3 25610 1961
p 2 13 903 4 26127 1846
p 2 0 901 19 11918 1359
p 2 6 892 22 20256 1658
p 2 0 905 15 11699 1322
p 2 0 878 42 9936 1260
p 2 5 906 9 16075 1494
p 2 0 892 28 15949 1387
p 2 0 876 44 10547 1241
p 2 0 834 86 10602 1179
p 2 0 884 36 15436 1389
p 2 0 904 16 15909 1399
p 2 0 860 60 9706 1200
p 2 0 850 70 11675 1214
p 2 0 883 37 17736 1438
p 2 0 836 84 9985 1185
p 2 0 852 68 10606 1211
p 2 0 868 52 13211 1239
p 2 0 889 31 17131 1469
p 2 0 883 37 11632 1261
p 2 0 910 10 12808 1425
i 2 920 0 0 26791 3892
p 2 515 405 0 22158 3230
i 2 920 0 0 24284 3622
i 2 920 0 0 20140 3459
p 2 688 232 0 17086 3661
p 2 712 208 0 13488 3660
p 2 139 781 0 10669 2675
p 2 599 321 0 10251 3507
p 2 301 619 0 8445 3061
p 2 32 888 0 7680 2295
p 2 50 870 0 6898 2339
p 2 0 918 2 4841 2167
p 2 3 917 0 5932 2237
p 2 0 920 0 5918 2185
i 2 920 0 0 32933 4111
i 2 920 0 0 43888 4571
p 2 56 864 0 39934 2110
p 2 36 884 0 29919 2061
p 2 31 889 0 23539 1890
p 2 31 888 1 36799 2171
p 2 6 914 0 19050 1697
p 2 8 908 4 34432 1920
p 2 9 909 2 24481 1809
p 2 4 915 1 25396 1829
p 2 24 895 1 33493 2060
p 2 9 910 1 19146 1787
p 2 5 913 2 31426 1827
p 2 12 907 1 25108 1890
p 2 1 918 1 22515 1740
p 2 16 904 0 31075 2038
p 2 12 908 0 21899 1827
p 2 7 907 6 28225 1713
p 2 17 902 1 24264 1893
p 2 7 913 0 20878 1718
p 2 19 900 1 28035 1974
p 2 8 912 0 20420 1792
p 2 2 917 1 25172 1722
p 2 18 898 4 20605 1788
p 2 5 915 0 21367 1744
p 2 9 911 0 26337 1897
p 2 4 915 1 19354 1735
p 2 3 912 5 21993 1650
p 2 20 900 0 23108 1887
p 2 9 910 1 20649 1779
p 2 4 915 1 22657 1829
p 2 3 914 3 20021 1720
p 2 4 906 10 17398 1547
p 2 4 916 0 22337 1793
p 2 2 918 0 20857 1701
p 2 10 910 0 22236 1770
p 2 9 911 0 18956 1721
p 2 8 907 5 17989 1572
p 2 14 906 0 22817 1809
p 2 7 913 0 20078 1831
p 2 7 913 0 17397 1687
p 2 5 915 0 17372 1682
p 2 1 904 15 11682 1346
p 2 26 894 0 19239 1900
p 2 8 911 1 19023 1853
i 2 920 0 0 11584 3093
p 2 0 920 0 7419 1625
p 2 0 887 33 3635 1328
p 2 1 893 26 6913 1409
p 2 0 892 28 4378 1356
p 2 4 890 26 6480 1444
p 2 0 892 28 4615 1317
p 2 0 895 25 3648 1243
p 2 0 911 9 6118 1425
p 2 0 883 37 3139 1257
p 2 0 920 0 8639 1622
p 2 0 870 50 4725 1435
p 2 0 920 0 5616 1537
p 2 4 912 4 8792 1606
p 2 0 906 14 3530 1407
p 2 17 881 22 7070 1641
p 2 4 912 4 5090 1593
p 2 1 881 38 4105 1365
p 2 21 886 13 8108 1631
p 2 9 879 32 4771 1352
p 2 33 885 2 8792 1749
p 2 22 850 48 4946 1390
p 2 0 910 10 4570 1356
p 2 26 852 42 9470 1664
p 2 21 897 2 7240 1537
p 2 28 868 24 12090 1742
p 2 26 885 9 9031 1510
p 2 0 909 11 6925 1366
p 2 25 895 0 16364 1841
p 2 16 885 19 8965 1493
p 2 18 896 6 16373 1778
p 2 0 900 20 7485 1374
p 2 0 873 47 7303 1281
p 2 9 890 21 15415 1698
p 2 0 882 38 5462 1239
p 2 6 885 29 14018 1579
p 2 0 878 42 7126 1250
p 2 0 876 44 6750 1220
p 2 1 900 19 15283 1642
p 2 0 870 50 6967 1287
p 2 5 915 0 16373 1794
p 2 0 852 68 5162 1229
p 2 0 919 1 7171 1418
p 2 4 910 6 16057 1714
p 2 0 907 13 5152 1267
p 2 3 873 44 15189 1616
p 2 0 877 43 7550 1294
p 2 0 877 43 7403 1251
p 2 7 884 29 14798 1625
p 2 0 906 14 7182 1275
p 2 4 867 49 14355 1556
p 2 0 898 22 4812 1290
p 2 0 859 61 6522 1203
p 2 1 887 32 14925 1619
p 2 0 897 23 6391 1273
p 2 4 895 21 14450 1583
p 2 0 879 41 6271 1257
p 2 0 874 46 6943 1233
p 2 5 894 21 15314 1630
p 2 0 883 37 8396 1363
i 2 920 0 0 32764 3867
p 2 27 886 7 16007 1813
p 2 0 908 12 11012 1424
p 2 254 665 1 35988 3248
p 2 40 874 6 15359 2013
p 2 305 615 0 40797 3469
p 2 28 890 2 15128 1918
p 2 4 888 28 10469 1469
p 2 122 789 9 38553 2793
p 2 35 878 7 17035 1919
p 2 235 684 1 35964 3158
p 2 111 804 5 18012 2276
p 2 4 898 18 10199 1491
p 2 296 622 2 38620 3310
p 2 30 884 6 15001 1815
p 2 140 779 1 34741 2796
p 2 47 869 4 15446 1961
p 2 2 900 18 10468 1515
p 2 276 642 2 35820 3276
p 2 72 842 6 15074 1971
p 2 275 643 2 40958 3400
